"Type.1","Type.2","sample.ID","n","avg.dp17O","avg.dp18O","avg.D17O","sd.dp17O","sd.dp18O","sd.D17O"
"Water","Crowdsource","IPL-18W-059","2","-6.8540746487807","-13.0293201987628","25.4064161660969","0.034706251264193","0.0593245034257177","3.38291345539603"
"Water","Crowdsource","IPL-19W-1182","2","-5.63784818865535","-10.7303519404634","27.7776359093447","0.367128269905523","0.703940820302261","4.55248321407597"
"Water","Crowdsource","IPL-18W-369","2","-4.64669825317533","-8.83394902767152","17.6268334352301","0.103919204615525","0.206061086533032","4.88104907390833"
"Water","IAEA","IAEA-STD-6-A1","4","-4.56589387753292","-8.68098166925693","17.664443834742","0.0246480692700927","0.0576748124978688","5.97388725791669"
"Water","Crowdsource","IPL-18W-948","2","-3.81089809050158","-7.25592467440481","20.2301375841647","0.0484860348753747","0.0803193492927508","6.07741844880367"
"Water","Crowdsource","IPL-19W-1158","2","-2.37454489419917","-4.50813572937547","5.75077091106755","0.0326905029870965","0.0856851047695022","12.5512323312027"
"Water","Crowdsource","IPL-19W-1327","2","-2.21785665597019","-4.13970343731051","-32.0932410702337","0.0816620162419305","0.141959796234428","6.70724383014831"
"Water","Crowdsource","IPL-18W-670","2","-2.1096122803461","-4.04974496489966","28.6530611209235","0.0490041833028236","0.0987696133682741","3.1461725556313"
"Water","Crowdsource","IPL-18W-933","2","-1.90179619936083","-3.64089469177827","20.5961978980981","0.0839690781708975","0.158617350319315","0.219117202295114"
"Water","Crowdsource","IPL-19W-871","2","-1.3940724565129","-2.65436337315164","7.43140451116908","0.133166985737417","0.246059057767208","3.24780323632949"
"Water","Crowdsource","IPL-19W-1263","2","-0.764937819346333","-1.46640905960186","9.32616412344564","0.0632548018192813","0.12163690485124","0.969483942176762"
"Water","Crowdsource","IPL-18W-649","2","-0.14985570459454","-0.299690541866903","8.38090151118537","0.0137800566985581","0.0140914588804449","6.33976640968327"
"Water","Crowdsource","IPL-18W-375","2","0.214019198366664","0.427572341129839","-11.7389977498908","0.133064879082904","0.253453258165978","0.758441228731782"
"Water","IAEA","IAEA-STD-11-A1","4","0.0828431908295013","0.179617391021939","-11.9947916300825","0.0300315241977044","0.0477107511846075","5.78410953680896"
"Water","Crowdsource","IPL-19W-1326","2","1.70825999269069","3.32143488986517","-45.4576291581227","0.025890802127699","0.0499356723181029","0.475232856262195"
"Water","IAEA","IAEA-Kyoga-A1","4","1.96781792566311","3.76253878205137","-18.8025512600109","0.0994385450893831","0.18149541952213","6.55741110739703"
"Water","Ty's Waters","KRC-TT-20APR12-TEHuth","2","-3.19220783963134","-6.07286534011453","14.2650599491292","0.00667638208980003","0.0200215676233913","3.89500561534397"
"Water","Ty's Waters","KRC-TT-8MAR12-TEHuth","2","-3.29317710994771","-6.27266565110792","18.7903538372729","0.0142202752417631","0.0286888108760171","0.927416900775404"
"Water","Ty's Waters","KRC-TT-30JAN12-TEHuth","2","-3.70299392850265","-7.0593333963453","24.3341047676711","0.0526447111574643","0.100732882108669","0.542250595912395"
